Timestamp,LIT101,MV101,P101
 28/12/2015 10:01:51 AM,523.2393,2,2
 28/12/2015 10:01:52 AM,523.514,2,2
 28/12/2015 10:01:53 AM,523.8673,2,2
 28/12/2015 10:01:54 AM,524.2206,2,2
 28/12/2015 10:01:55 AM,524.2206,2,2
 28/12/2015 10:01:56 AM,524.0636,2,2
 28/12/2015 10:01:57 AM,523.9458,2,2
 28/12/2015 10:01:58 AM,523.4748,2,2
 28/12/2015 10:01:59 AM,523.5533,2,2
 28/12/2015 10:02:00 AM,523.8281,2,2
 28/12/2015 10:02:01 AM,523.7496,2,2
 28/12/2015 10:02:02 AM,524.0636,2,2
 28/12/2015 10:02:03 AM,524.5346,2,2
 28/12/2015 10:02:04 AM,524.5346,2,2
 28/12/2015 10:02:05 AM,525.0056,2,2
 28/12/2015 10:02:06 AM,525.5944,2,2
 28/12/2015 10:02:07 AM,525.9084,2,2
 28/12/2015 10:02:08 AM,525.9869,2,2
 28/12/2015 10:02:09 AM,526.0655,2,2
 28/12/2015 10:02:10 AM,526.0655,2,2
 28/12/2015 10:02:11 AM,526.8898,2,2
 28/12/2015 10:02:12 AM,527.1646,2,2
 28/12/2015 10:02:13 AM,527.6748,2,2
 28/12/2015 10:02:14 AM,527.5571,2,2
 28/12/2015 10:02:15 AM,527.4001,2,2
 28/12/2015 10:02:16 AM,526.8505,2,2
 28/12/2015 10:02:17 AM,526.8505,2,2
 28/12/2015 10:02:18 AM,526.2617,2,2
 28/12/2015 10:02:19 AM,526.2617,2,2
 28/12/2015 10:02:20 AM,525.5944,2,2
 28/12/2015 10:02:21 AM,525.3982,2,2
 28/12/2015 10:02:22 AM,524.8879,2,2
 28/12/2015 10:02:23 AM,524.7309,2,2
 28/12/2015 10:02:24 AM,524.8879,2,2
 28/12/2015 10:02:25 AM,525.1234,2,2
 28/12/2015 10:02:26 AM,525.2019,2,2
 28/12/2015 10:02:27 AM,525.2804,2,2
 28/12/2015 10:02:28 AM,525.3196,2,2
 28/12/2015 10:02:29 AM,525.4374,2,2
 28/12/2015 10:02:30 AM,525.4767,2,2
 28/12/2015 10:02:31 AM,525.83,2,2
 28/12/2015 10:02:32 AM,525.7907,2,2
 28/12/2015 10:02:33 AM,525.83,2,2
 28/12/2015 10:02:34 AM,525.8692,2,2
 28/12/2015 10:02:35 AM,525.9869,2,2
 28/12/2015 10:02:36 AM,525.9084,2,2
 28/12/2015 10:02:37 AM,526.1047,2,2
 28/12/2015 10:02:38 AM,526.2617,2,2
 28/12/2015 10:02:39 AM,526.4188,2,2
 28/12/2015 10:02:40 AM,526.3009999999999,2,2
 28/12/2015 10:02:41 AM,526.1047,2,2
 28/12/2015 10:02:42 AM,525.8692,2,2
 28/12/2015 10:02:43 AM,525.7907,2,2
 28/12/2015 10:02:44 AM,525.2804,2,2
 28/12/2015 10:02:45 AM,525.0842,2,2
 28/12/2015 10:02:46 AM,525.0056,2,2
 28/12/2015 10:02:47 AM,524.9271,2,2
 28/12/2015 10:02:48 AM,525.4767,2,2
 28/12/2015 10:02:49 AM,525.4767,2,2
 28/12/2015 10:02:50 AM,525.7122,2,2
 28/12/2015 10:02:51 AM,525.8692,2,2
 28/12/2015 10:02:52 AM,526.1832,2,2
 28/12/2015 10:02:53 AM,526.3795,2,2
 28/12/2015 10:02:54 AM,526.615,2,2
 28/12/2015 10:02:55 AM,526.5757,2,2
 28/12/2015 10:02:56 AM,526.6542,2,2
 28/12/2015 10:02:57 AM,526.8113,2,2
 28/12/2015 10:02:58 AM,527.2038,2,2
 28/12/2015 10:02:59 AM,527.1646,2,2
 28/12/2015 10:03:00 AM,527.5571,2,2
 28/12/2015 10:03:01 AM,527.8318,2,2
 28/12/2015 10:03:02 AM,527.8318,2,2
 28/12/2015 10:03:03 AM,528.3421,2,2
 28/12/2015 10:03:04 AM,528.2636,2,2
 28/12/2015 10:03:05 AM,528.2244,2,2
 28/12/2015 10:03:06 AM,528.0674,2,2
 28/12/2015 10:03:07 AM,528.0674,2,2
 28/12/2015 10:03:08 AM,528.3421,2,2
 28/12/2015 10:03:09 AM,528.4207,2,2
 28/12/2015 10:03:10 AM,528.1851,2,2
 28/12/2015 10:03:11 AM,527.8711,2,2
 28/12/2015 10:03:12 AM,528.1459,2,2
 28/12/2015 10:03:13 AM,527.4001,2,2
 28/12/2015 10:03:14 AM,527.1646,2,2
 28/12/2015 10:03:15 AM,527.4001,2,2
 28/12/2015 10:03:16 AM,527.4786,2,2
 28/12/2015 10:03:17 AM,527.2038,2,2
 28/12/2015 10:03:18 AM,527.3608,2,2
 28/12/2015 10:03:19 AM,527.1646,2,2
 28/12/2015 10:03:20 AM,526.8898,2,2
 28/12/2015 10:03:21 AM,526.7719999999999,2,2
 28/12/2015 10:03:22 AM,526.4973,2,2
 28/12/2015 10:03:23 AM,526.3009999999999,2,2
 28/12/2015 10:03:24 AM,526.0262,2,2
 28/12/2015 10:03:25 AM,526.0262,2,2
 28/12/2015 10:03:26 AM,525.83,2,2
 28/12/2015 10:03:27 AM,525.4767,2,2
 28/12/2015 10:03:28 AM,525.5944,2,2
 28/12/2015 10:03:29 AM,525.6729,2,2
 28/12/2015 10:03:30 AM,525.7907,2,2
 28/12/2015 10:03:31 AM,525.7907,2,2
 28/12/2015 10:03:32 AM,525.6729,2,2
 28/12/2015 10:03:33 AM,526.1047,2,2
 28/12/2015 10:03:34 AM,526.2617,2,2
 28/12/2015 10:03:35 AM,526.8113,2,2
 28/12/2015 10:03:36 AM,527.3608,2,2
 28/12/2015 10:03:37 AM,528.1459,2,2
 28/12/2015 10:03:38 AM,528.2636,2,2
 28/12/2015 10:03:39 AM,528.4207,2,2
 28/12/2015 10:03:40 AM,528.4207,2,2
 28/12/2015 10:03:41 AM,528.1459,2,2
 28/12/2015 10:03:42 AM,527.8318,2,2
 28/12/2015 10:03:43 AM,527.243,2,2
 28/12/2015 10:03:44 AM,526.6542,2,2
 28/12/2015 10:03:45 AM,525.9869,2,2
 28/12/2015 10:03:46 AM,525.83,2,2
 28/12/2015 10:03:47 AM,525.83,2,2
 28/12/2015 10:03:48 AM,526.0262,2,2
 28/12/2015 10:03:49 AM,526.0262,2,2
 28/12/2015 10:03:50 AM,526.1832,2,2
 28/12/2015 10:03:51 AM,526.4188,2,2
 28/12/2015 10:03:52 AM,526.2617,2,2
 28/12/2015 10:03:53 AM,526.0655,2,2
 28/12/2015 10:03:54 AM,526.2617,2,2
 28/12/2015 10:03:55 AM,525.9084,2,2
 28/12/2015 10:03:56 AM,525.4767,2,2
 28/12/2015 10:03:57 AM,524.9271,2,2
 28/12/2015 10:03:58 AM,524.9271,2,2
 28/12/2015 10:03:59 AM,525.2411,2,2
 28/12/2015 10:04:00 AM,525.8692,2,2
 28/12/2015 10:04:01 AM,526.4580000000001,2,2
 28/12/2015 10:04:02 AM,526.615,2,2
 28/12/2015 10:04:03 AM,526.9683,2,2
 28/12/2015 10:04:04 AM,527.3608,2,2
 28/12/2015 10:04:05 AM,527.6356,2,2
 28/12/2015 10:04:06 AM,528.0674,2,2
 28/12/2015 10:04:07 AM,528.2636,2,2
 28/12/2015 10:04:08 AM,528.0281,2,2
 28/12/2015 10:04:09 AM,527.8711,2,2
 28/12/2015 10:04:10 AM,527.8318,2,2
 28/12/2015 10:04:11 AM,527.6356,2,2
 28/12/2015 10:04:12 AM,527.7534,2,2
 28/12/2015 10:04:13 AM,527.7534,2,2
 28/12/2015 10:04:14 AM,528.4207,2,2
 28/12/2015 10:04:15 AM,528.5384,2,2
 28/12/2015 10:04:16 AM,528.1851,2,2
 28/12/2015 10:04:17 AM,527.6356,2,2
 28/12/2015 10:04:18 AM,527.6748,2,2
 28/12/2015 10:04:19 AM,527.8711,2,2
 28/12/2015 10:04:20 AM,527.9496,2,2
 28/12/2015 10:04:21 AM,527.5571,2,2
 28/12/2015 10:04:22 AM,527.243,2,2
 28/12/2015 10:04:23 AM,527.4393,2,2
 28/12/2015 10:04:24 AM,527.7534,2,2
 28/12/2015 10:04:25 AM,527.9496,2,2
 28/12/2015 10:04:26 AM,527.7534,2,2
 28/12/2015 10:04:27 AM,527.4393,2,2
 28/12/2015 10:04:28 AM,527.4393,2,2
 28/12/2015 10:04:29 AM,527.6748,2,2
 28/12/2015 10:04:30 AM,527.5963,2,2
 28/12/2015 10:04:31 AM,527.9496,2,2
 28/12/2015 10:04:32 AM,527.8711,2,2
 28/12/2015 10:04:33 AM,527.7926,2,2
 28/12/2015 10:04:34 AM,527.8711,2,2
 28/12/2015 10:04:35 AM,528.0281,2,2
 28/12/2015 10:04:36 AM,528.5776,2,2
 28/12/2015 10:04:37 AM,529.0486,2,2
 28/12/2015 10:04:38 AM,528.7739,2,2
 28/12/2015 10:04:39 AM,528.4599,2,2
 28/12/2015 10:04:40 AM,528.4599,2,2
 28/12/2015 10:04:41 AM,528.5384,2,2
 28/12/2015 10:04:42 AM,528.3421,2,2
 28/12/2015 10:04:43 AM,528.1459,2,2
 28/12/2015 10:04:44 AM,528.0674,2,2
 28/12/2015 10:04:45 AM,528.2244,2,2
 28/12/2015 10:04:46 AM,528.0674,2,2
 28/12/2015 10:04:47 AM,528.6561,2,2
 28/12/2015 10:04:48 AM,528.6561,2,2
 28/12/2015 10:04:49 AM,528.9309,2,2
 28/12/2015 10:04:50 AM,529.0486,2,2
 28/12/2015 10:04:51 AM,529.2449,2,2
 28/12/2015 10:04:52 AM,529.1664,2,2
 28/12/2015 10:04:53 AM,529.2057,2,2
 28/12/2015 10:04:54 AM,529.4412,2,2
 28/12/2015 10:04:55 AM,529.2449,2,2
 28/12/2015 10:04:56 AM,529.1272,2,2
 28/12/2015 10:04:57 AM,528.7347,2,2
 28/12/2015 10:04:58 AM,528.6169,2,2
 28/12/2015 10:04:59 AM,528.2636,2,2
 28/12/2015 10:05:00 AM,528.2244,2,2
 28/12/2015 10:05:01 AM,528.3421,2,2
 28/12/2015 10:05:02 AM,528.2636,2,2
 28/12/2015 10:05:03 AM,528.2244,2,2
 28/12/2015 10:05:04 AM,528.3421,2,2
 28/12/2015 10:05:05 AM,528.7347,2,2
 28/12/2015 10:05:06 AM,528.4599,2,2
 28/12/2015 10:05:07 AM,528.3421,2,2
 28/12/2015 10:05:08 AM,528.5384,2,2
 28/12/2015 10:05:09 AM,528.7347,2,2
 28/12/2015 10:05:10 AM,528.8132,2,2
 28/12/2015 10:05:11 AM,528.8524,2,2
 28/12/2015 10:05:12 AM,528.8132,2,2
 28/12/2015 10:05:13 AM,528.7739,2,2
 28/12/2015 10:05:14 AM,528.9702,2,2
 28/12/2015 10:05:15 AM,529.1272,2,2
 28/12/2015 10:05:16 AM,529.1272,2,2
 28/12/2015 10:05:17 AM,529.1664,2,2
 28/12/2015 10:05:18 AM,528.9702,2,2
 28/12/2015 10:05:19 AM,528.6169,2,2
 28/12/2015 10:05:20 AM,528.2244,2,2
 28/12/2015 10:05:21 AM,527.7534,2,2
 28/12/2015 10:05:22 AM,527.2823,2,2
 28/12/2015 10:05:23 AM,527.0075,2,2
 28/12/2015 10:05:24 AM,527.243,2,2
 28/12/2015 10:05:25 AM,527.3608,2,2
 28/12/2015 10:05:26 AM,527.7926,2,2
 28/12/2015 10:05:27 AM,528.1851,2,2
 28/12/2015 10:05:28 AM,528.6169,2,2
 28/12/2015 10:05:29 AM,529.0486,2,2
 28/12/2015 10:05:30 AM,529.559,2,2
 28/12/2015 10:05:31 AM,530.1085,2,2
 28/12/2015 10:05:32 AM,530.7758,2,2
 28/12/2015 10:05:33 AM,530.9328,2,2
 28/12/2015 10:05:34 AM,531.3253,2,2
 28/12/2015 10:05:35 AM,531.8749,2,2
 28/12/2015 10:05:36 AM,532.1497,2,2
 28/12/2015 10:05:37 AM,532.3851,2,2
 28/12/2015 10:05:38 AM,532.5029,2,2
 28/12/2015 10:05:39 AM,532.4637,2,2
 28/12/2015 10:05:40 AM,532.6992,2,2
 28/12/2015 10:05:41 AM,532.2674,2,2
 28/12/2015 10:05:42 AM,531.9141,2,2
 28/12/2015 10:05:43 AM,531.7571,2,2
 28/12/2015 10:05:44 AM,531.4824,2,2
 28/12/2015 10:05:45 AM,531.0113,2,2
 28/12/2015 10:05:46 AM,530.9328,2,2
 28/12/2015 10:05:47 AM,530.344,2,2
 28/12/2015 10:05:48 AM,529.8337,2,2
 28/12/2015 10:05:49 AM,529.6375,2,2
 28/12/2015 10:05:50 AM,529.3234,2,2
 28/12/2015 10:05:51 AM,529.4412,2,2
 28/12/2015 10:05:52 AM,529.2057,2,2
 28/12/2015 10:05:53 AM,529.2057,2,2
 28/12/2015 10:05:54 AM,528.9309,2,2
 28/12/2015 10:05:55 AM,528.7739,2,2
 28/12/2015 10:05:56 AM,528.4599,2,2
 28/12/2015 10:05:57 AM,527.9496,2,2
 28/12/2015 10:05:58 AM,528.0674,2,2
 28/12/2015 10:05:59 AM,527.9888,2,2
 28/12/2015 10:06:00 AM,528.0674,2,2
 28/12/2015 10:06:01 AM,527.8318,2,2
 28/12/2015 10:06:02 AM,528.2244,2,2
 28/12/2015 10:06:03 AM,528.3421,2,2
 28/12/2015 10:06:04 AM,528.2244,2,2
 28/12/2015 10:06:05 AM,528.3421,2,2
 28/12/2015 10:06:06 AM,528.5384,2,2
 28/12/2015 10:06:07 AM,528.7347,2,2
 28/12/2015 10:06:08 AM,528.6169,2,2
 28/12/2015 10:06:09 AM,528.9309,2,2
 28/12/2015 10:06:10 AM,529.0486,2,2
 28/12/2015 10:06:11 AM,529.3234,2,2
 28/12/2015 10:06:12 AM,529.2449,2,2
 28/12/2015 10:06:13 AM,529.2057,2,2
 28/12/2015 10:06:14 AM,529.3234,2,2
 28/12/2015 10:06:15 AM,529.1664,2,2
 28/12/2015 10:06:16 AM,529.559,2,2
 28/12/2015 10:06:17 AM,529.4019999999999,2,2
 28/12/2015 10:06:18 AM,529.7552,2,2
 28/12/2015 10:06:19 AM,529.9907,2,2
 28/12/2015 10:06:20 AM,530.4225,2,2
 28/12/2015 10:06:21 AM,530.187,2,2
 28/12/2015 10:06:22 AM,530.501,2,2
 28/12/2015 10:06:23 AM,530.3832,2,2
 28/12/2015 10:06:24 AM,530.4225,2,2
 28/12/2015 10:06:25 AM,529.9122,2,2
 28/12/2015 10:06:26 AM,529.7159,2,2
 28/12/2015 10:06:27 AM,529.3234,2,2
 28/12/2015 10:06:28 AM,528.9309,2,2
 28/12/2015 10:06:29 AM,528.7347,2,2
 28/12/2015 10:06:30 AM,528.6561,2,2
 28/12/2015 10:06:31 AM,528.3421,2,2
 28/12/2015 10:06:32 AM,528.0674,2,2
 28/12/2015 10:06:33 AM,528.1459,2,2
 28/12/2015 10:06:34 AM,527.7926,2,2
 28/12/2015 10:06:35 AM,527.9496,2,2
 28/12/2015 10:06:36 AM,527.7534,2,2
 28/12/2015 10:06:37 AM,527.6356,2,2
 28/12/2015 10:06:38 AM,527.8711,2,2
 28/12/2015 10:06:39 AM,528.1459,2,2
 28/12/2015 10:06:40 AM,527.9496,2,2
 28/12/2015 10:06:41 AM,527.6748,2,2
 28/12/2015 10:06:42 AM,527.7926,2,2
 28/12/2015 10:06:43 AM,527.6748,2,2
 28/12/2015 10:06:44 AM,528.3813,2,2
 28/12/2015 10:06:45 AM,528.7347,2,2
 28/12/2015 10:06:46 AM,529.0486,2,2
 28/12/2015 10:06:47 AM,529.9122,2,2
 28/12/2015 10:06:48 AM,531.0113,2,2
 28/12/2015 10:06:49 AM,531.6786,2,2
 28/12/2015 10:06:50 AM,532.1889,2,2
 28/12/2015 10:06:51 AM,532.5814,2,2
 28/12/2015 10:06:52 AM,532.7384,2,2
 28/12/2015 10:06:53 AM,532.3459,2,2
 28/12/2015 10:06:54 AM,532.1889,2,2
 28/12/2015 10:06:55 AM,531.8749,2,2
 28/12/2015 10:06:56 AM,531.1291,2,2
 28/12/2015 10:06:57 AM,530.4225,2,2
 28/12/2015 10:06:58 AM,530.1085,2,2
 28/12/2015 10:06:59 AM,529.7159,2,2
 28/12/2015 10:07:00 AM,529.7159,2,2
 28/12/2015 10:07:01 AM,529.5982,2,2
 28/12/2015 10:07:02 AM,529.0486,2,2
 28/12/2015 10:07:03 AM,529.4019999999999,2,2
 28/12/2015 10:07:04 AM,529.3627,2,2
 28/12/2015 10:07:05 AM,529.5982,2,2
 28/12/2015 10:07:06 AM,529.5982,2,2
 28/12/2015 10:07:07 AM,529.7159,2,2
 28/12/2015 10:07:08 AM,529.5982,2,2
 28/12/2015 10:07:09 AM,529.4019999999999,2,2
 28/12/2015 10:07:10 AM,529.4019999999999,2,2
 28/12/2015 10:07:11 AM,529.8337,2,2
 28/12/2015 10:07:12 AM,530.344,2,2
 28/12/2015 10:07:13 AM,530.2263,2,2
 28/12/2015 10:07:14 AM,529.559,2,2
 28/12/2015 10:07:15 AM,529.2057,2,2
 28/12/2015 10:07:16 AM,528.3813,2,2
 28/12/2015 10:07:17 AM,528.0281,2,2
 28/12/2015 10:07:18 AM,527.6356,2,2
 28/12/2015 10:07:19 AM,527.0861,2,2
 28/12/2015 10:07:20 AM,526.4188,2,2
 28/12/2015 10:07:21 AM,526.1047,2,2
 28/12/2015 10:07:22 AM,526.4580000000001,2,2
 28/12/2015 10:07:23 AM,527.2038,2,2
 28/12/2015 10:07:24 AM,527.7926,2,2
 28/12/2015 10:07:25 AM,527.7926,2,2
 28/12/2015 10:07:26 AM,528.2244,2,2
 28/12/2015 10:07:27 AM,528.5776,2,2
 28/12/2015 10:07:28 AM,529.2057,2,2
 28/12/2015 10:07:29 AM,529.559,2,2
 28/12/2015 10:07:30 AM,529.8337,2,2
 28/12/2015 10:07:31 AM,530.4225,2,2
 28/12/2015 10:07:32 AM,531.3253,2,2
 28/12/2015 10:07:33 AM,531.9926,2,2
 28/12/2015 10:07:34 AM,532.6992,2,2
 28/12/2015 10:07:35 AM,533.131,2,2
 28/12/2015 10:07:36 AM,533.7197,2,2
 28/12/2015 10:07:37 AM,534.073,2,2
 28/12/2015 10:07:38 AM,533.9553,2,2
 28/12/2015 10:07:39 AM,533.5627,2,2
 28/12/2015 10:07:40 AM,533.445,2,2
 28/12/2015 10:07:41 AM,533.1702,2,2
 28/12/2015 10:07:42 AM,532.8954,2,2
 28/12/2015 10:07:43 AM,533.2487,2,2
 28/12/2015 10:07:44 AM,532.7777,2,2
 28/12/2015 10:07:45 AM,532.5029,2,2
 28/12/2015 10:07:46 AM,531.7964,2,2
 28/12/2015 10:07:47 AM,531.3253,2,2
 28/12/2015 10:07:48 AM,530.9328,2,2
 28/12/2015 10:07:49 AM,530.3832,2,2
 28/12/2015 10:07:50 AM,530.6188,2,2
 28/12/2015 10:07:51 AM,530.3047,2,2
 28/12/2015 10:07:52 AM,530.6973,2,2
 28/12/2015 10:07:53 AM,531.0898,2,2
 28/12/2015 10:07:54 AM,531.5609,2,2
 28/12/2015 10:07:55 AM,531.6786,2,2
 28/12/2015 10:07:56 AM,532.1104,2,2
 28/12/2015 10:07:57 AM,531.9141,2,2
 28/12/2015 10:07:58 AM,531.4824,2,2
 28/12/2015 10:07:59 AM,531.0898,2,2
 28/12/2015 10:08:00 AM,530.4225,2,2
 28/12/2015 10:08:01 AM,529.9515,2,2
 28/12/2015 10:08:02 AM,529.2057,2,2
 28/12/2015 10:08:03 AM,528.8132,2,2
 28/12/2015 10:08:04 AM,528.6169,2,2
 28/12/2015 10:08:05 AM,528.9309,2,2
 28/12/2015 10:08:06 AM,528.9702,2,2
 28/12/2015 10:08:07 AM,529.4019999999999,2,2
 28/12/2015 10:08:08 AM,529.7945,2,2
 28/12/2015 10:08:09 AM,530.3047,2,2
 28/12/2015 10:08:10 AM,530.7758,2,2
 28/12/2015 10:08:11 AM,531.2861,2,2
 28/12/2015 10:08:12 AM,531.6001,2,2
 28/12/2015 10:08:13 AM,531.9534,2,2
 28/12/2015 10:08:14 AM,531.9926,2,2
 28/12/2015 10:08:15 AM,531.9926,2,2
 28/12/2015 10:08:16 AM,532.1104,2,2
 28/12/2015 10:08:17 AM,532.2674,2,2
 28/12/2015 10:08:18 AM,532.4637,2,2
 28/12/2015 10:08:19 AM,532.4637,2,2
 28/12/2015 10:08:20 AM,532.3851,2,2
 28/12/2015 10:08:21 AM,532.1104,2,2
 28/12/2015 10:08:22 AM,532.3066,2,2
 28/12/2015 10:08:23 AM,532.5029,2,2
 28/12/2015 10:08:24 AM,532.1889,2,2
 28/12/2015 10:08:25 AM,532.1104,2,2
 28/12/2015 10:08:26 AM,532.1889,2,2
 28/12/2015 10:08:27 AM,531.9926,2,2
 28/12/2015 10:08:28 AM,532.1104,2,2
 28/12/2015 10:08:29 AM,532.1497,2,2
 28/12/2015 10:08:30 AM,531.7178,2,2
 28/12/2015 10:08:31 AM,531.8749,2,2
 28/12/2015 10:08:32 AM,531.9534,2,2
 28/12/2015 10:08:33 AM,532.1497,2,2
 28/12/2015 10:08:34 AM,532.3066,2,2
 28/12/2015 10:08:35 AM,532.4637,2,2
 28/12/2015 10:08:36 AM,532.5422,2,2
 28/12/2015 10:08:37 AM,532.6992,2,2
 28/12/2015 10:08:38 AM,532.3851,2,2
 28/12/2015 10:08:39 AM,532.4637,2,2
 28/12/2015 10:08:40 AM,532.1104,2,2
 28/12/2015 10:08:41 AM,532.2674,2,2
 28/12/2015 10:08:42 AM,532.2674,2,2
 28/12/2015 10:08:43 AM,532.1497,2,2
 28/12/2015 10:08:44 AM,531.8749,2,2
 28/12/2015 10:08:45 AM,531.0898,2,2
 28/12/2015 10:08:46 AM,530.7365,2,2
 28/12/2015 10:08:47 AM,530.5795,2,2
 28/12/2015 10:08:48 AM,530.3832,2,2
 28/12/2015 10:08:49 AM,530.3832,2,2
 28/12/2015 10:08:50 AM,530.9328,2,2
 28/12/2015 10:08:51 AM,531.2861,2,2
 28/12/2015 10:08:52 AM,531.3253,2,2
 28/12/2015 10:08:53 AM,531.4824,2,2
 28/12/2015 10:08:54 AM,531.4038,2,2
 28/12/2015 10:08:55 AM,531.4824,2,2
